term,draw_time,front_1,front_2,front_3,front_4,front_5,back_1,back_2,pool_balance_after_draw,pool_balance,total_sale_amount,flow_fund,equipment_count,pdf_url,prize_1_count,prize_1_amount,prize_1_total,prize_1_extra_count,prize_1_extra_amount,prize_1_extra_total,prize_2_count,prize_2_amount,prize_2_total,prize_2_extra_count,prize_2_extra_amount,prize_2_extra_total,prize_3_count,prize_3_amount,prize_3_total,prize_4_count,prize_4_amount,prize_4_total,prize_5_count,prize_5_amount,prize_5_total,prize_6_count,prize_6_amount,prize_6_total,prize_7_count,prize_7_amount,prize_7_total
16149,2016-12-19,01,02,03,12,33,04,09,"3,816,313,703.68",0,"189,963,373",,3,https://pdf.sporttery.cn/33800/16149/16149.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",96,"73,600","7,065,600",32,"44,160","1,413,120","1,214","2,441","2,963,374","37,471",200,"7,494,200","667,917",10,"6,679,170","5,874,776",5,"29,373,880",,,
16150,2016-12-21,01,10,18,24,29,07,10,"3,229,738,187.76",0,"188,065,956",,2,https://pdf.sporttery.cn/33800/16150/16150.pdf,106,"5,002,840","530,301,040",19,"3,001,704","57,032,376","2,251","15,000","33,765,000",783,"9,000","7,047,000","7,019","1,500","10,528,500","160,012",200,"32,002,400","1,400,133",10,"14,001,330","7,634,705",5,"38,173,525",,,
16151,2016-12-24,04,07,11,14,21,05,12,"3,219,661,079.76",0,"219,111,783",,2,https://pdf.sporttery.cn/33800/16151/16151.pdf,5,"7,764,199","38,820,995",3,"4,658,519","13,975,557",101,"89,308","9,020,108",23,"53,584","1,232,432",978,"3,361","3,287,058","40,473",200,"8,094,600","687,916",10,"6,879,160","6,611,701",5,"33,058,505",,,
16152,2016-12-26,08,17,22,24,30,05,11,"3,224,085,510.27",0,"194,727,932",,3,https://pdf.sporttery.cn/33800/16152/16152.pdf,3,"9,894,220","29,682,660",1,"5,936,532","5,936,532",97,"93,852","9,103,644",9,"56,311","506,799",786,"4,039","3,174,654","34,231",200,"6,846,200","590,749",10,"5,907,490","5,404,805",5,"27,024,025",,,
16153,2016-12-28,13,18,25,29,35,03,11,"3,271,932,474.53",0,"196,228,015",,2,https://pdf.sporttery.cn/33800/16153/16153.pdf,0,---,0,0,---,0,59,"160,380","9,462,420",21,"96,228","2,020,788",591,"5,907","3,491,037","20,756",200,"4,151,200","435,879",10,"4,358,790","4,477,868",5,"22,389,340",,,
16154,2016-12-31,06,16,17,21,29,04,06,"3,235,556,086.60",0,"226,398,958",,1,https://pdf.sporttery.cn/33800/16154/16154.pdf,10,"6,729,997","67,299,970",5,"4,037,998","20,189,990",92,"101,048","9,296,416",49,"60,628","2,970,772",806,"4,853","3,911,518","29,449",200,"5,889,800","588,977",10,"5,889,770","5,815,929",5,"29,079,645",,,
17001,2017-01-02,07,09,20,31,33,08,10,"3,214,884,037.20",0,"186,624,920",,2,https://pdf.sporttery.cn/33800/17001/17001.pdf,8,"6,898,280","55,186,240",0,---,0,89,"81,529","7,256,081",21,"48,917","1,027,257",836,"3,279","2,741,244","35,310",200,"7,062,000","655,973",10,"6,559,730","5,909,017",5,"29,545,085",,,
17002,2017-01-04,07,12,14,31,34,09,11,"3,252,308,112.02",0,"192,781,724",,2,https://pdf.sporttery.cn/33800/17002/17002.pdf,1,"10,000,000","10,000,000",0,---,0,112,"94,533","10,587,696",14,"56,719","794,066",403,"9,377","3,778,931","18,973",200,"3,794,600","398,509",10,"3,985,090","4,428,947",5,"22,144,735",,,
17003,2017-01-07,03,05,06,13,22,09,12,"3,270,524,644.52",0,"206,276,983",,3,https://pdf.sporttery.cn/33800/17003/17003.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",46,"211,393","9,724,078",7,"126,835","887,845",606,"5,804","3,517,224","26,049",200,"5,209,800","589,690",10,"5,896,900","5,839,843",5,"29,199,215",,,
17004,2017-01-09,05,08,11,28,31,06,07,"3,269,100,289.67",0,"186,673,580",,2,https://pdf.sporttery.cn/33800/17004/17004.pdf,4,"8,648,787","34,595,148",0,---,0,97,"73,849","7,163,353",18,"44,309","797,562",892,"2,812","2,508,304","35,867",200,"7,173,400","689,457",10,"6,894,570","6,171,038",5,"30,855,190",,,
17005,2017-01-11,05,09,20,26,35,02,11,"3,313,392,877.03",0,"188,095,935",,1,https://pdf.sporttery.cn/33800/17005/17005.pdf,0,---,0,0,---,0,72,"124,767","8,983,224",22,"74,860","1,646,920",504,"6,715","3,384,360","24,362",200,"4,872,400","433,556",10,"4,335,560","4,456,022",5,"22,280,110",,,
17006,2017-01-14,04,06,23,32,33,05,06,"3,269,026,898.62",0,"206,891,305",,1,https://pdf.sporttery.cn/33800/17006/17006.pdf,13,"6,247,111","81,212,443",0,---,0,127,"63,619","8,079,613",20,"38,171","763,420",785,"3,738","2,934,330","40,270",200,"8,054,000","788,955",10,"7,889,550","6,762,645",5,"33,813,225",,,
17007,2017-01-16,08,11,17,25,27,02,04,"3,283,292,218.98",0,"185,767,086",,1,https://pdf.sporttery.cn/33800/17007/17007.pdf,3,"10,000,000","30,000,000",0,---,0,54,"163,945","8,853,030",18,"98,367","1,770,606",514,"6,572","3,378,008","23,581",200,"4,716,200","441,291",10,"4,412,910","4,263,875",5,"21,319,375",,,
17008,2017-01-18,03,04,09,25,32,02,04,"3,299,550,616.02",0,"184,148,162",,2,https://pdf.sporttery.cn/33800/17008/17008.pdf,2,"10,000,000","20,000,000",2,"6,000,000","12,000,000",48,"183,841","8,824,368",25,"110,304","2,757,600",364,"9,728","3,540,992","16,406",200,"3,281,200","348,695",10,"3,486,950","3,594,058",5,"17,970,290",,,
17009,2017-01-21,05,06,08,12,22,03,04,"3,334,512,408.50",0,"203,513,636",,3,https://pdf.sporttery.cn/33800/17009/17009.pdf,1,"10,000,000","10,000,000",0,---,0,76,"123,464","9,383,264",19,"74,078","1,407,482",703,"4,685","3,293,555","28,166",200,"5,633,200","565,751",10,"5,657,510","5,317,575",5,"26,587,875",,,
17010,2017-01-23,04,10,13,18,35,01,02,"3,305,544,582.53",0,"185,249,696",,1,https://pdf.sporttery.cn/33800/17010/17010.pdf,7,"6,781,359","47,469,513",6,"4,068,815","24,412,890",42,"225,866","9,486,372",6,"135,519","813,114",672,"4,607","3,095,904","22,561",200,"4,512,200","457,615",10,"4,576,150","4,615,239",5,"23,076,195",,,
17011,2017-01-25,05,15,21,29,34,06,09,"3,296,873,997.29",0,"193,935,932",,1,https://pdf.sporttery.cn/33800/17011/17011.pdf,4,"7,753,983","31,015,932",3,"4,652,389","13,957,167",57,"140,980","8,035,860",8,"84,588","676,704","1,026","2,792","2,864,592","40,478",200,"8,095,600","654,569",10,"6,545,690","5,918,018",5,"29,590,090",,,
17012,2017-02-04,04,05,24,26,35,07,12,"3,309,200,241.64",0,"199,177,937",,3,https://pdf.sporttery.cn/33800/17012/17012.pdf,2,"10,000,000","20,000,000",2,"6,000,000","12,000,000",48,"188,622","9,053,856",14,"113,173","1,584,422",639,"5,320","3,399,480","26,120",200,"5,224,000","482,440",10,"4,824,400","5,336,549",5,"26,682,745",,,
17013,2017-02-06,05,12,17,30,34,11,12,"3,335,198,533.34",0,"176,214,923",,2,https://pdf.sporttery.cn/33800/17013/17013.pdf,1,"10,000,000","10,000,000",1,"6,000,000","6,000,000",43,"191,627","8,239,961",16,"114,976","1,839,616",452,"7,152","3,232,704","19,779",200,"3,955,800","403,874",10,"4,038,740","4,199,417",5,"20,997,085",,,
17014,2017-02-08,04,08,15,24,25,02,05,"3,358,297,383.31",0,"173,798,704",,2,https://pdf.sporttery.cn/33800/17014/17014.pdf,1,"10,000,000","10,000,000",1,"6,000,000","6,000,000",68,"119,082","8,097,576",18,"71,449","1,286,082",536,"5,807","3,112,552","24,414",200,"4,882,800","449,731",10,"4,497,310","4,417,368",5,"22,086,840",,,
17015,2017-02-11,01,07,19,27,34,01,02,"3,373,917,243.82",0,"196,382,532",,2,https://pdf.sporttery.cn/33800/17015/17015.pdf,3,"10,000,000","30,000,000",0,---,0,83,"112,410","9,330,030",24,"67,446","1,618,704",502,"7,236","3,632,472","25,734",200,"5,146,800","512,924",10,"5,129,240","4,695,341",5,"23,476,705",,,
17016,2017-02-13,03,13,28,30,33,09,10,"3,382,818,218.33",0,"181,455,349",,3,https://pdf.sporttery.cn/33800/17016/17016.pdf,3,"10,000,000","30,000,000",0,---,0,84,"97,252","8,169,168",20,"58,351","1,167,020",597,"5,180","3,092,460","27,617",200,"5,523,400","529,241",10,"5,292,410","4,883,590",5,"24,417,950",,,
17017,2017-02-15,04,19,24,26,29,04,06,"3,392,699,037.94",0,"182,067,186",,3,https://pdf.sporttery.cn/33800/17017/17017.pdf,3,"10,000,000","30,000,000",0,---,0,70,"124,952","8,746,640",11,"74,971","824,681",552,"5,808","3,206,016","26,346",200,"5,269,200","486,166",10,"4,861,660","4,859,763",5,"24,298,815",,,
17018,2017-02-18,06,07,10,17,23,01,09,"3,418,876,151.69",0,"200,875,000",,3,https://pdf.sporttery.cn/33800/17018/17018.pdf,2,"10,000,000","20,000,000",0,---,0,52,"173,164","9,004,528",20,"103,898","2,077,960",636,"5,714","3,634,104","26,831",200,"5,366,200","520,873",10,"5,208,730","4,912,936",5,"24,564,680",,,
17019,2017-02-20,02,06,14,23,25,02,10,"3,371,542,925.43",0,"182,158,151",,2,https://pdf.sporttery.cn/33800/17019/17019.pdf,11,"6,272,113","68,993,243",5,"3,763,267","18,816,335",57,"145,860","8,314,020",16,"87,516","1,400,256",722,"4,256","3,072,832","24,626",200,"4,925,200","493,690",10,"4,936,900","4,771,840",5,"23,859,200",,,
17020,2017-02-22,16,21,24,27,28,04,07,"3,350,612,688.41",0,"181,168,570",,1,https://pdf.sporttery.cn/33800/17020/17020.pdf,6,"6,970,810","41,824,860",4,"4,182,486","16,729,944",117,"54,136","6,333,912",83,"32,481","2,695,923","1,041","2,588","2,694,108","30,552",200,"6,110,400","542,081",10,"5,420,810","5,039,720",5,"25,198,600",,,
17021,2017-02-25,01,15,17,20,26,06,08,"3,379,016,481.23",0,"201,103,341",,2,https://pdf.sporttery.cn/33800/17021/17021.pdf,1,"10,000,000","10,000,000",0,---,0,89,"92,353","8,219,417",18,"55,411","997,398","1,053","2,783","2,930,499","37,914",200,"7,582,800","668,978",10,"6,689,780","6,179,533",5,"30,897,665",,,
17022,2017-02-27,02,03,09,17,24,06,12,"3,427,151,759.95",0,"188,485,187",,2,https://pdf.sporttery.cn/33800/17022/17022.pdf,0,---,0,0,---,0,39,"250,053","9,752,067",12,"150,031","1,800,372",537,"7,043","3,782,091","18,358",200,"3,671,600","374,603",10,"3,746,030","3,886,871",5,"19,434,355",,,
17023,2017-03-01,05,08,12,24,34,07,10,"3,455,027,875.25",0,"183,366,943",,2,https://pdf.sporttery.cn/33800/17023/17023.pdf,1,"10,000,000","10,000,000",0,---,0,97,"72,605","7,042,685",47,"43,563","2,047,461",711,"4,169","2,964,159","32,900",200,"6,580,000","546,947",10,"5,469,470","5,063,372",5,"25,316,860",,,
17024,2017-03-04,21,23,29,32,35,11,12,"3,471,058,022.64",0,"206,593,265",,3,https://pdf.sporttery.cn/33800/17024/17024.pdf,3,"10,000,000","30,000,000",0,---,0,73,"131,828","9,623,444",18,"79,096","1,423,728",660,"5,751","3,795,660","27,854",200,"5,570,800","553,389",10,"5,533,890","5,417,580",5,"27,087,900",,,
17025,2017-03-06,10,16,19,20,34,04,05,"3,479,144,224.54",0,"183,593,080",,3,https://pdf.sporttery.cn/33800/17025/17025.pdf,2,"10,000,000","20,000,000",2,"6,000,000","12,000,000",49,"160,881","7,883,169",18,"96,528","1,737,504",489,"6,488","3,172,632","25,103",200,"5,020,600","500,469",10,"5,004,690","4,958,215",5,"24,791,075",,,
17026,2017-03-08,10,14,19,25,32,02,07,"3,483,244,837.80",0,"186,355,566",,3,https://pdf.sporttery.cn/33800/17026/17026.pdf,4,"9,734,049","38,936,196",0,---,0,34,"262,153","8,913,202",9,"157,291","1,415,619",545,"6,398","3,486,910","23,497",200,"4,699,400","437,120",10,"4,371,200","4,675,203",5,"23,376,015",,,
17027,2017-03-11,08,17,25,33,34,03,11,"3,480,957,577.96",0,"206,383,912",,1,https://pdf.sporttery.cn/33800/17027/17027.pdf,5,"8,569,144","42,845,720",0,---,0,124,"66,308","8,222,192",38,"39,784","1,511,792","1,028","3,128","3,215,584","37,523",200,"7,504,600","666,865",10,"6,668,650","6,118,580",5,"30,592,900",,,
17028,2017-03-13,06,18,22,23,33,09,11,"3,490,596,212.93",0,"185,993,221",,2,https://pdf.sporttery.cn/33800/17028/17028.pdf,3,"10,000,000","30,000,000",0,---,0,75,"107,131","8,034,825",23,"64,278","1,478,394",607,"5,093","3,091,451","27,363",200,"5,472,600","545,321",10,"5,453,210","5,112,757",5,"25,563,785",,,
17029,2017-03-15,01,06,14,17,29,01,11,"3,541,799,422.06",0,"189,003,450",,1,https://pdf.sporttery.cn/33800/17029/17029.pdf,0,---,0,0,---,0,59,"163,414","9,641,426",27,"98,048","2,647,296",375,"10,605","3,976,875","14,444",200,"2,888,800","326,858",10,"3,268,580","3,433,441",5,"17,167,205",,,
17030,2017-03-18,21,22,24,29,34,05,06,"3,590,538,407.36",0,"203,209,977",,3,https://pdf.sporttery.cn/33800/17030/17030.pdf,0,---,0,0,---,0,83,"104,627","8,684,041",48,"62,776","3,013,248",517,"7,494","3,874,398","20,955",200,"4,191,000","444,190",10,"4,441,900","4,916,615",5,"24,583,075",,,
17031,2017-03-20,02,16,17,30,32,02,09,"3,582,956,408.23",0,"185,528,267",,1,https://pdf.sporttery.cn/33800/17031/17031.pdf,5,"7,864,769","39,323,845",1,"4,718,861","4,718,861",77,"93,890","7,229,530",27,"56,334","1,521,018","1,365","2,162","2,951,130","36,526",200,"7,305,200","594,126",10,"5,941,260","5,385,352",5,"26,926,760",,,
17032,2017-03-22,02,13,14,18,29,03,09,"3,612,033,002",0,"190,004,398",,2,https://pdf.sporttery.cn/33800/17032/17032.pdf,1,"10,000,000","10,000,000",1,"6,000,000","6,000,000",33,"243,657","8,040,681",19,"146,194","2,777,686",486,"7,140","3,470,040","24,276",200,"4,855,200","432,205",10,"4,322,050","4,456,355",5,"22,281,775",,,
17033,2017-03-25,15,22,23,25,34,05,11,"3,638,317,243.04",0,"206,676,911",,1,https://pdf.sporttery.cn/33800/17033/17033.pdf,2,"10,000,000","20,000,000",0,---,0,75,"119,443","8,958,225",30,"71,665","2,149,950",670,"5,779","3,871,930","29,532",200,"5,906,400","561,220",10,"5,612,200","5,273,754",5,"26,368,770",,,
17034,2017-03-27,06,12,21,26,29,02,11,"3,657,628,827.88",0,"188,394,105",,2,https://pdf.sporttery.cn/33800/17034/17034.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",58,"147,755","8,569,790",26,"88,653","2,304,978",552,"6,514","3,595,728","23,227",200,"4,645,400","443,915",10,"4,439,150","4,270,188",5,"21,350,940",,,
17035,2017-03-29,14,17,22,30,33,07,12,"3,606,190,192.77",0,"191,121,882",,1,https://pdf.sporttery.cn/33800/17035/17035.pdf,11,"6,041,708","66,458,788",5,"3,625,024","18,125,120",143,"49,967","7,145,281",27,"29,980","809,460","1,523","1,795","2,733,785","48,573",200,"9,714,600","697,557",10,"6,975,570","6,044,826",5,"30,224,130",,,
17036,2017-04-01,01,04,09,18,33,02,05,"3,638,673,625.87",0,"207,193,403",,1,https://pdf.sporttery.cn/33800/17036/17036.pdf,1,"10,000,000","10,000,000",1,"6,000,000","6,000,000",67,"146,181","9,794,127",21,"87,708","1,841,868",689,"5,694","3,923,166","25,986",200,"5,197,200","497,799",10,"4,977,990","5,001,652",5,"25,008,260",,,
17037,2017-04-03,13,15,16,32,34,06,11,"3,676,610,111.55",0,"172,182,359",,2,https://pdf.sporttery.cn/33800/17037/17037.pdf,0,---,0,0,---,0,172,"49,161","8,455,692",22,"29,496","648,912",787,"3,898","3,067,726","26,486",200,"5,297,200","479,846",10,"4,798,460","4,462,599",5,"22,312,995",,,
17038,2017-04-05,04,05,13,18,27,03,09,"3,670,337,332.79",0,"183,323,685",,2,https://pdf.sporttery.cn/33800/17038/17038.pdf,4,"8,078,810","32,315,240",3,"4,847,286","14,541,858",63,"120,249","7,575,687",30,"72,149","2,164,470",805,"3,749","3,017,945","27,873",200,"5,574,600","482,362",10,"4,823,620","4,698,550",5,"23,492,750",,,
17039,2017-04-08,05,06,14,17,26,03,08,"3,696,565,737.78",0,"202,116,551",,3,https://pdf.sporttery.cn/33800/17039/17039.pdf,1,"10,000,000","10,000,000",0,---,0,182,"42,579","7,749,378",37,"25,547","945,239","2,264","1,500","3,396,000","43,796",200,"8,759,200","745,964",10,"7,459,640","6,389,683",5,"31,948,415",,,
17040,2017-04-10,04,06,10,23,29,09,11,"3,682,847,590.96",0,"183,016,793",,1,https://pdf.sporttery.cn/33800/17040/17040.pdf,5,"7,343,490","36,717,450",3,"4,406,094","13,218,282",112,"68,767","7,701,904",24,"41,260","990,240",962,"2,986","2,872,532","37,592",200,"7,518,400","630,169",10,"6,301,690","5,087,274",5,"25,436,370",,,
17041,2017-04-12,02,04,06,25,31,05,09,"3,696,768,216.19",0,"187,473,970",,2,https://pdf.sporttery.cn/33800/17041/17041.pdf,2,"10,000,000","20,000,000",2,"6,000,000","12,000,000",34,"288,506","9,809,204",7,"173,103","1,211,721",496,"7,232","3,587,072","19,425",200,"3,885,000","400,071",10,"4,000,710","4,290,040",5,"21,450,200",,,
17042,2017-04-15,02,17,31,33,34,01,07,"3,699,831,558.03",0,"202,920,322",,3,https://pdf.sporttery.cn/33800/17042/17042.pdf,3,"9,501,645","28,504,935",2,"5,700,987","11,401,974",74,"110,653","8,188,322",32,"66,391","2,124,512",726,"4,690","3,404,940","33,261",200,"6,652,200","604,915",10,"6,049,150","5,492,145",5,"27,460,725",,,
17043,2017-04-17,06,13,22,25,35,09,12,"3,726,032,789.43",0,"189,775,514",,1,https://pdf.sporttery.cn/33800/17043/17043.pdf,2,"10,000,000","20,000,000",0,---,0,39,"220,005","8,580,195",19,"132,003","2,508,057",596,"5,808","3,461,568","23,059",200,"4,611,800","420,777",10,"4,207,770","4,187,402",5,"20,937,010",,,
17044,2017-04-19,11,16,17,18,25,02,09,"3,753,218,411.79",0,"219,158,986",,2,https://pdf.sporttery.cn/33800/17044/17044.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",66,"142,780","9,423,480",39,"85,668","3,341,052",678,"5,479","3,714,762","24,409",200,"4,881,800","488,624",10,"4,886,240","4,811,514",5,"24,057,570",,,
17045,2017-04-22,01,08,11,21,35,09,12,"3,791,214,185.74",0,"236,182,140",,2,https://pdf.sporttery.cn/33800/17045/17045.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",58,"198,950","11,539,100",32,"119,370","3,819,840",683,"7,124","4,865,692","20,110",200,"4,022,000","390,457",100,"39,045,700","4,049,467",5,"20,247,335",,,
17046,2017-04-24,04,17,20,23,30,02,03,"3,769,992,914.65",0,"214,822,695",,2,https://pdf.sporttery.cn/33800/17046/17046.pdf,7,"7,154,756","50,083,292",4,"4,292,853","17,171,412",116,"71,833","8,332,628",63,"43,099","2,715,237",962,"3,311","3,185,182","33,841",200,"6,768,200","607,687",10,"6,076,870","5,466,549",5,"27,332,745",,,
17047,2017-04-26,15,19,32,33,34,09,12,"3,664,460,457.45",0,"216,534,177",,3,https://pdf.sporttery.cn/33800/17047/17047.pdf,17,"5,811,339","98,792,763",16,"3,486,803","55,788,848",61,"142,515","8,693,415",36,"85,509","3,078,324","1,062","3,250","3,451,500","33,696",200,"6,739,200","566,648",10,"5,666,480","4,943,842",5,"24,719,210",,,
17048,2017-04-29,07,09,13,15,19,03,10,"3,661,625,450.23",0,"233,285,579",,3,https://pdf.sporttery.cn/33800/17048/17048.pdf,4,"8,580,522","34,322,088",4,"5,148,313","20,593,252",112,"80,226","8,985,312",73,"48,135","3,513,855",699,"5,092","3,559,308","29,789",200,"5,957,800","606,269",10,"6,062,690","5,888,272",5,"29,441,360",,,
17049,2017-05-01,09,12,14,22,31,05,08,"3,606,049,646.07",0,"202,400,371",,1,https://pdf.sporttery.cn/33800/17049/17049.pdf,11,"6,055,761","66,613,371",7,"3,633,456","25,434,192",86,"74,686","6,422,996",52,"44,811","2,330,172","1,138","2,192","2,494,496","44,694",200,"8,938,800","678,371",10,"6,783,710","6,045,677",5,"30,228,385",,,
17050,2017-05-03,12,14,17,20,28,02,06,"3,589,897,237.21",0,"218,534,565",,3,https://pdf.sporttery.cn/33800/17050/17050.pdf,7,"7,486,392","52,404,744",3,"4,491,835","13,475,505",47,"200,246","9,411,562",21,"120,147","2,523,087",614,"5,661","3,475,854","26,811",200,"5,362,200","535,762",10,"5,357,620","5,382,941",5,"26,914,705",,,
17051,2017-05-06,14,17,18,22,29,10,11,"3,636,318,978.81",0,"241,560,120",,1,https://pdf.sporttery.cn/33800/17051/17051.pdf,1,"10,000,000","10,000,000",0,---,0,81,"124,003","10,044,243",47,"74,401","3,496,847",578,"6,980","4,034,440","28,244",200,"5,648,800","571,145",10,"5,711,450","5,701,121",5,"28,505,605",,,
17052,2017-05-08,03,19,24,28,33,04,12,"3,631,157,292.95",0,"218,340,582",,3,https://pdf.sporttery.cn/33800/17052/17052.pdf,4,"8,229,327","32,917,308",3,"4,937,596","14,812,788",93,"1,551,723","144,310,239",55,"48,649","2,675,695","1,679","1,829","3,070,891","41,671",200,"8,334,200","725,733",10,"7,257,330","5,999,196",5,"29,995,980",,,
17053,2017-05-10,06,19,20,22,26,01,11,"3,625,148,136.15",0,"218,610,023",,1,https://pdf.sporttery.cn/33800/17053/17053.pdf,6,"8,272,809","49,636,854",2,"4,963,685","9,927,370",76,"127,008","9,652,608",42,"76,204","3,200,568",863,"4,423","3,817,049","25,444",200,"5,088,800","476,487",10,"4,764,870","4,610,867",5,"23,054,335",,,
17054,2017-05-13,16,29,30,32,33,04,05,"3,591,834,048.99",0,"237,276,288",,1,https://pdf.sporttery.cn/33800/17054/17054.pdf,9,"6,945,590","62,510,310",7,"4,167,354","29,171,478",67,"146,223","9,796,941",48,"87,733","4,211,184",606,"6,745","4,087,470","26,443",200,"5,288,600","509,913",10,"5,099,130","5,008,381",5,"25,041,905",,,
17055,2017-05-15,19,20,22,30,33,03,09,"3,614,943,787.27",0,"213,671,196",,1,https://pdf.sporttery.cn/33800/17055/17055.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",87,"107,343","9,338,841",38,"64,405","2,447,390",697,"5,155","3,593,035","26,718",200,"5,343,600","500,307",10,"5,003,070","5,191,333",5,"25,956,665",,,
17056,2017-05-17,01,04,24,27,32,03,10,"3,623,470,204.79",0,"217,496,898",,3,https://pdf.sporttery.cn/33800/17056/17056.pdf,4,"10,000,000","40,000,000",1,"6,000,000","6,000,000",51,"193,013","9,843,663",28,"115,807","3,242,596",671,"5,513","3,699,223","21,446",200,"4,289,200","438,120",10,"4,381,200","4,542,674",5,"22,713,370",,,
17057,2017-05-20,12,16,19,23,24,02,05,"3,589,910,730.78",0,"237,458,502",,2,https://pdf.sporttery.cn/33800/17057/17057.pdf,9,"6,930,982","62,378,838",7,"4,158,589","29,110,123",60,"178,244","10,694,640",30,"714,575","21,437,250",774,"5,552","4,297,248","26,592",200,"5,318,400","491,624",10,"4,916,240","5,222,062",5,"26,110,310",,,
